	ERR10492989.assembled	ERR10492990.assembled	ERR10492991.assembled	ERR10492992.assembled	ERR10492994.assembled	ERR10492995.assembled	ERR10492996.assembled	ERR10492997.assembled	ERR10492998.assembled	ERR10493000.assembled	ERR10493001.assembled	ERR10493002.assembled	ERR10493003.assembled	ERR10493004.assembled	ERR10493005.assembled	ERR10493006.assembled	ERR10493007.assembled	ERR10493008.assembled	ERR10493009.assembled	ERR10493010.assembled	ERR10493011.assembled	ERR10493014.assembled	ERR10493016.assembled	ERR10493017.assembled	ERR10493018.assembled	ERR10493019.assembled	ERR10493020.assembled	ERR10493021.assembled	ERR10493022.assembled	ERR10493023.assembled	ERR10493024.assembled	ERR10493025.assembled	ERR10493026.assembled	ERR10493027.assembled	ERR10493028.assembled	ERR10493029.assembled	ERR10493031.assembled	ERR10493032.assembled	ERR10493033.assembled	ERR10493034.assembled	ERR10493035.assembled	ERR10493036.assembled	ERR10493037.assembled	ERR10493039.assembled	ERR10493040.assembled	ERR10493041.assembled	ERR10493042.assembled	ERR10493043.assembled	ERR10493044.assembled	ERR10493046.assembled	ERR10493047.assembled	ERR10493049.assembled	ERR10493050.assembled	ERR10493051.assembled	ERR10493052.assembled	ERR10493054.assembled	ERR10493056.assembled	ERR10493057.assembled	ERR10493058.assembled	ERR10493059.assembled	ERR10493060.assembled	ERR10493061.assembled	ERR10493062.assembled	ERR10493063.assembled	ERR10493064.assembled	ERR10493065.assembled	ERR10493066.assembled	ERR10493067.assembled	ERR10493068.assembled	ERR10493069.assembled	ERR10493071.assembled	ERR10493072.assembled	ERR10493073.assembled	ERR10493074.assembled	ERR10493075.assembled	ERR10493076.assembled	ERR10493077.assembled	ERR10493078.assembled	ERR10493079.assembled	ERR10493080.assembled	ERR10493081.assembled	ERR10493082.assembled	ERR10493083.assembled	ERR10493084.assembled	ERR10493085.assembled	ERR10493086.assembled	ERR10493087.assembled	ERR10493088.assembled	ERR10493091.assembled	ERR10493092.assembled	ERR10493093.assembled	ERR10493094.assembled	ERR10493095.assembled	ERR10493096.assembled	ERR10493097.assembled	ERR10493098.assembled	ERR10493099.assembled	ERR10493100.assembled	ERR10493101.assembled	ERR10493102.assembled	ERR10493103.assembled	ERR10493104.assembled	ERR10493105.assembled	ERR10493106.assembled	ERR10493108.assembled	ERR10493109.assembled	ERR10493110.assembled	ERR10493111.assembled	ERR10493114.assembled	ERR10493115.assembled	ERR10493116.assembled	ERR10493117.assembled	ERR10493118.assembled	ERR10493119.assembled	ERR10493120.assembled	ERR10493121.assembled	ERR10493122.assembled	ERR10493123.assembled	ERR10493124.assembled	ERR10493125.assembled	ERR10493127.assembled	ERR10493128.assembled	ERR10493130.assembled	ERR10493131.assembled	ERR10493132.assembled	ERR10493133.assembled	ERR10493134.assembled	ERR10493136.assembled	ERR10493138.assembled	ERR10493139.assembled	ERR10493140.assembled	ERR10493141.assembled	ERR10493142.assembled	ERR10493143.assembled	ERR10493144.assembled	ERR10493145.assembled	ERR10493147.assembled	ERR10493148.assembled	ERR10493149.assembled	ERR10493150.assembled	ERR10493151.assembled	ERR10493152.assembled	ERR10493154.assembled	ERR10493155.assembled	ERR10493156.assembled	ERR10493157.assembled	ERR10493158.assembled	ERR10493160.assembled	ERR10493161.assembled	ERR10493162.assembled	ERR10493163.assembled	ERR10493165.assembled	ERR10493166.assembled	ERR10493167.assembled	ERR10493168.assembled	ERR10493169.assembled	ERR10493170.assembled	ERR10493172.assembled	ERR10493173.assembled	ERR10493174.assembled	ERR10493177.assembled	ERR10493178.assembled	ERR10493180.assembled	ERR10493181.assembled	ERR10493183.assembled	ERR10493184.assembled	ERR10493185.assembled	ERR10493186.assembled	ERR10493195.assembled	ERR10493196.assembled	ERR10493197.assembled	ERR10493198.assembled	ERR10493199.assembled	ERR10493200.assembled	ERR10493201.assembled	ERR10493202.assembled	ERR10493203.assembled	ERR10493204.assembled	ERR10493205.assembled	ERR10493206.assembled	ERR10493207.assembled	ERR10493208.assembled	ERR10493209.assembled	ERR10493210.assembled	ERR10493211.assembled
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured;g__uncultured;s__	0.0	4.0	0.0	0.0	0.0	0.0	5.0	5.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	354.0	378.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	19.0	32.0	11.0	10.0	92.0	111.0	8.0	1.0	0.0	6.0	13.0	0.0	0.0	0.0	0.0	0.0	267.0	360.0	43.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	16.0	4.0	17.0	52.0	27.0	5.0	4.0	24.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	151.0	209.0	113.0	170.0	2.0	0.0	0.0	0.0	0.0	0.0	19.0	36.0	0.0	0.0	2.0	0.0	0.0	0.0	108.0	165.0	0.0	9.0	0.0	0.0	0.0	0.0	42.0	43.0	0.0	0.0	25.0	9.0	92.0	36.0	33.0	31.0	0.0	0.0	0.0	0.0	0.0	34.0	64.0	58.0	63.0	55.0	1.0	0.0	0.0	2.0	2.0	0.0	54.0	51.0	9.0	7.0	30.0	8.0	28.0	27.0	2.0	25.0	18.0	8.0	8.0	1.0	5.0	113.0	60.0	2.0	0.0	0.0	29.0	38.0	430.0	535.0	15.0	20.0	9.0	17.0	0.0	0.0	1.0	0.0	4.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	4.0	11.0	40.0	43.0	0.0	0.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	5.0	104.0	10.0	49.0	119.0	71.0	44.0	82.0	15.0	62.0	12.0	4.0	14.0	2.0	7.0	64.0	55.0	76.0	20.0	62.0	53.0	0.0	0.0	0.0	2.0	0.0	57.0	30.0	7.0	11.0	120.0	200.0	120.0	39.0	45.0	29.0	68.0	23.0	10.0	537.0	218.0	101.0	60.0	75.0	147.0	80.0	153.0	29.0	36.0	8.0	5.0	1.0	12.0	0.0	72.0	47.0	0.0	2.0	65.0	12.0	24.0	3.0	54.0	246.0	350.0	350.0	129.0	67.0	0.0	0.0	2.0	0.0	74.0	6.0	43.0	12.0	44.0	6.0	92.0	141.0	363.0	466.0	11.0	11.0	158.0	66.0	43.0	30.0	169.0	84.0	24.0	33.0	47.0	46.0	42.0	36.0	207.0	97.0	67.0	8.0	53.0	37.0	3.0	0.0	19.0	10.0	177.0	203.0	35.0	1.0	36.0	25.0	193.0	72.0	141.0	86.0	140.0	87.0	36.0	4.0	92.0	66.0	25.0	4.0	59.0	112.0	14.0	64.0	34.0	60.0	142.0	106.0	159.0	179.0	38.0	23.0	60.0	79.0	36.0	25.0	64.0	80.0	264.0	187.0	719.0	677.0	8.0	7.0	13.0	155.0	110.0	2.0	0.0	10.0	20.0	25.0	66.0	20.0	27.0	24.0	2.0	3.0	0.0	21.0	30.0	11.0	0.0	0.0	0.0	37.0	40.0	40.0	1.0	1.0	218.0	97.0	55.0	106.0	60.0	47.0	242.0	75.0	4.0	5.0	4.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_oxidoreducens_group;s__	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	7.0	0.0	0.0	2.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__UCG-010;s__	45.0	12.0	30.0	26.0	7.0	5.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	8.0	11.0	0.0	0.0	23.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	19.0	7.0	2.0	4.0	43.0	23.0	34.0	33.0	0.0	7.0	2.0	112.0	57.0	15.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	6.0	5.0	7.0	10.0	12.0	11.0	0.0	0.0	14.0	10.0	0.0	0.0	7.0	1.0	9.0	5.0	0.0	0.0	3.0	3.0	2.0	0.0	0.0	0.0	131.0	145.0	0.0	4.0	0.0	0.0	14.0	12.0	2.0	3.0	39.0	65.0	0.0	0.0	8.0	2.0	0.0	0.0	48.0	31.0	2.0	0.0	2.0	0.0	2.0	2.0	3.0	1.0	0.0	0.0	3.0	0.0	24.0	5.0	1.0	22.0	3.0	1.0	19.0	13.0	0.0	1.0	39.0	20.0	3.0	0.0	0.0	0.0	0.0	1.0	6.0	4.0	0.0	1.0	0.0	0.0	30.0	16.0	11.0	12.0	9.0	35.0	26.0	17.0	9.0	73.0	132.0	28.0	28.0	28.0	86.0	5.0	53.0	41.0	21.0	20.0	0.0	22.0	219.0	264.0	0.0	0.0	0.0	5.0	4.0	1.0	0.0	0.0	0.0	0.0	85.0	41.0	105.0	99.0	38.0	117.0	17.0	10.0	42.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Butyricimonas;s__	24.0	8.0	5.0	84.0	0.0	0.0	8.0	13.0	34.0	8.0	4.0	56.0	29.0	0.0	0.0	0.0	0.0	17.0	50.0	34.0	41.0	0.0	83.0	105.0	0.0	0.0	8.0	29.0	6.0	4.0	7.0	17.0	37.0	15.0	12.0	17.0	4.0	0.0	0.0	2.0	3.0	7.0	11.0	7.0	0.0	0.0	8.0	13.0	8.0	4.0	8.0	3.0	9.0	7.0	8.0	5.0	0.0	0.0	0.0	0.0	13.0	3.0	13.0	7.0	0.0	0.0	2.0	0.0	327.0	426.0	42.0	41.0	3.0	0.0	1.0	0.0	1.0	7.0	6.0	9.0	0.0	0.0	0.0	0.0	41.0	68.0	0.0	0.0	40.0	60.0	2.0	6.0	15.0	19.0	31.0	18.0	49.0	46.0	0.0	0.0	3.0	0.0	14.0	15.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	20.0	9.0	1.0	0.0	14.0	6.0	8.0	6.0	1.0	6.0	0.0	0.0	13.0	7.0	30.0	15.0	21.0	9.0	66.0	50.0	0.0	0.0	22.0	23.0	3.0	4.0	31.0	37.0	2.0	0.0	5.0	5.0	2.0	0.0	0.0	20.0	16.0	14.0	34.0	0.0	0.0	13.0	12.0	6.0	0.0	0.0	3.0	0.0	11.0	12.0	0.0	25.0	4.0	5.0	0.0	0.0	50.0	33.0	5.0	0.0	19.0	17.0	0.0	0.0	44.0	21.0	5.0	11.0	1.0	0.0	0.0	0.0	42.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__uncultured;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0	102.0	60.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	19.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__;__;__	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	1.0	3.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	5.0	34.0	2.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	96.0	16.0	5.0	0.0	1.0	0.0	1280.0	1533.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	220.0	173.0	0.0	4.0	4.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	15.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	60.0	28.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	667.0	959.0	99.0	88.0	0.0	0.0	0.0	16.0	0.0	0.0	1.0	0.0	51.0	1.0	0.0	4.0	0.0	0.0	0.0	27.0	15.0	9.0	5.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	2.0	5.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.0	464.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	444.0	826.0	0.0	0.0	2.0	0.0	328.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_9;s__	0.0	545.0	729.0	0.0	515.0	669.0	226.0	189.0	0.0	0.0	0.0	0.0	9.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	8.0	11.0	8.0	0.0	0.0	1.0	156.0	160.0	0.0	0.0	0.0	0.0	0.0	0.0	796.0	12.0	1162.0	632.0	0.0	0.0	0.0	6.0	0.0	1.0	470.0	641.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0	134.0	527.0	566.0	4.0	5.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	326.0	2.0	0.0	3.0	0.0	0.0	17.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	656.0	429.0	53.0	53.0	410.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	5061.0	4746.0	2469.0	0.0	1.0	15.0	101.0	42.0	55.0	0.0	0.0	0.0	9.0	198.0	13.0	0.0	0.0	0.0	3.0	0.0	93.0	0.0	0.0	5.0	0.0	0.0	0.0	43.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	363.0	54.0	2.0	2.0	17.0	0.0	195.0	118.0	0.0	71.0	849.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	19.0	0.0	20.0	0.0	8.0	18.0	0.0	0.0	1245.0	1450.0	477.0	443.0	0.0	0.0	246.0	139.0	23.0	23.0	5.0	0.0	0.0	32.0	168.0	0.0	1.0	0.0	0.0	0.0	30.0	0.0	135.0	32.0	1137.0	1301.0	114.0	61.0	0.0	0.0	0.0	39.0	133.0	339.0	353.0	175.0	0.0	0.0	45.0	26.0	0.0	6.0	0.0	0.0	0.0	0.0	114.0	207.0	13.0	2.0	30.0	377.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	11.0	0.0	0.0	3.0	0.0	241.0	152.0	471.0	531.0	0.0	0.0	0.0	0.0	0.0	0.0	1690.0	1224.0	0.0	0.0	0.0	0.0	14.0	6.0	44.0	52.0	0.0	0.0	17.0	1.0	22.0	79.0	2.0	2.0	2.0	0.0	2.0	3.0	49.0	47.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	14.0	15.0	201.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	84.0	22.0	100.0	0.0	0.0	0.0	0.0	1023.0	795.0	31.0	166.0	13.0	0.0	2.0	0.0	58.0	35.0	401.0	303.0	306.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella_7;s__	0.0	235.0	553.0	0.0	1.0	0.0	104.0	118.0	0.0	0.0	0.0	0.0	16.0	2.0	6.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	464.0	133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.0	0.0	0.0	0.0	0.0	50.0	75.0	0.0	0.0	0.0	0.0	0.0	224.0	93.0	514.0	575.0	176.0	70.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	26.0	17.0	498.0	490.0	327.0	271.0	0.0	0.0	0.0	0.0	69.0	0.0	99.0	0.0	157.0	241.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	14.0	2.0	600.0	764.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	14.0	15.0	4.0	23.0	49.0	4.0	0.0	7.0	2.0	0.0	0.0	94.0	105.0	2.0	0.0	0.0	0.0	0.0	0.0	108.0	88.0	424.0	272.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	39.0	96.0	0.0	0.0	0.0	0.0	258.0	94.0	78.0	0.0	0.0	59.0	69.0	0.0	0.0	12.0	21.0	0.0	0.0	0.0	0.0	93.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	67.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculaceae;s__	0.0	31.0	39.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	64.0	10.0	1.0	0.0	0.0	4.0	0.0	0.0	10.0	4.0	0.0	0.0	1.0	0.0	0.0	2.0	5.0	0.0	0.0	2.0	0.0	0.0	3.0	9.0	112.0	25.0	116.0	125.0	0.0	0.0	86.0	76.0	0.0	0.0	0.0	0.0	44.0	11.0	0.0	0.0	35.0	18.0	91.0	83.0	0.0	0.0	0.0	0.0	32.0	1.0	22.0	0.0	27.0	19.0	0.0	1.0	51.0	42.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	19.0	22.0	4.0	1.0	6.0	0.0	44.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	46.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	9.0	5.0	0.0	0.0	51.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	13.0	9.0	165.0	142.0	0.0	0.0	13.0	25.0	498.0	525.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	655.0	1877.0	0.0	0.0	19.0	0.0	309.0	98.0	0.0	0.0	72.0	75.0	27.0	28.0	37.0	153.0	72.0	27.0	6.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
